Id,Title,Body,Tags,Type
,Reading the number of characters in a string in C,"I want to use pipes to read a string in child process and send it to the parent, then count the number of characters in the string and display the number. The program runs only until I input a string. Can you please tell me what I'm doing wrong?

#include <stdlib.h>
#include <stdio.h>
#include<string.h> 

#define SIZE 1024


int main()

{

int i,n,x;
char msg[SIZE];  
char str[SIZE]; 



int p3[2];

pipe(p3);

int pid=fork();


if(pid==0){


close(p3[0]); //closing read end

printf(""Enter a string\n"");
fgets(msg,SIZE,stdin);

write(p3[1],msg,sizeof(msg)); //writting into pipe
close(p3[1]); //closing write end","c
string
count
pipe
fork",1
,How to repeat function in Python depending on output? [duplicate],"Recently I've got a small problem with if else statement. Namely I want to create a function that asks user for input whether he wants to read the file that script has created or not, so if the input is correct function does its thing however when input is incorrect I want it to revert to question again.

Here's the code:

def read_the_file(output):
    print """"""
Do you want me to read your newly created file?
Type [Y]es or [N]o
    """"""
    question = raw_input(""> "")
    reading = output.read()
    if question == 'yes'or question == 'Y' or question == 'y':
        print ""BEGINNING OF FILE\n\n"" + reading + ""\n END OF FILE""
    elif question == 'no' or question == 'N' or question == 'n':
        sys.exit[1]
    else :
        print ""wrong input""

read_the_file(output_file)
so what I'd like the function to do is instead write

else:
    print ""wrong input""
is to go back and repeat itself.","python
if-statement
repeat",1
,Concatenate two slices in Go,"I'm trying to combine the slice [1, 2] and the slice [3, 4]. How can I do this in Go?

I tried:

append([]int{1,2}, []int{3,4})
but got:

cannot use []int literal (type []int) as type int in append
However, the documentation seems to indicate this is possible, what am I missing?

slice = append(slice, anotherSlice...)","go
append
slice
variadic-functions",1
,Why not allow an external interface to provide hashCode/equals for a HashMap?,"With a TreeMap it's trivial to provide a custom Comparator, thus overriding the semantics provided by Comparable objects added to the map. HashMaps however cannot be controlled in this manner; the functions providing hash values and equality checks cannot be 'side-loaded'.

I suspect it would be both easy and useful to design an interface and to retrofit this into HashMap (or a new class)? Something like this, except with better names:

  interface Hasharator<T> {
    int alternativeHashCode(T t);
    boolean alternativeEquals(T t1, T t2);
  }

  class HasharatorMap<K, V> {
    HasharatorMap(Hasharator<? super K> hasharator) { ... }
  }

  class HasharatorSet<T> {
    HasharatorSet(Hasharator<? super T> hasharator) { ... }
  }
The case insensitive Map problem gets a trivial solution:

 new HasharatorMap(String.CASE_INSENSITIVE_EQUALITY);
Would this be doable, or can you see any fundamental problems with this approach?

Is the approach used in any existing (non-JRE) libs? (Tried google, no luck.)

EDIT: Nice workaround presented by hazzen, but I'm afraid this is the workaround I'm trying to avoid... ;)

EDIT: Changed title to no longer mention ""Comparator""; I suspect this was a bit confusing.

EDIT: Accepted answer with relation to performance; would love a more specific answer!

EDIT: There is an implementation; see the accepted answer below.

EDIT: Rephrased the first sentence to indicate more clearly that it's the side-loading I'm after (and not ordering; ordering does not belong in HashMap).\","java
collections
hashmap
trove4j",1
,JS Loop through a json Object,"i am trying to iterate a json object (in javascript) but it doesn't seem to work correctly... it's very confusing for me to write a recursiv function, so maybe one of the experts here could help me :)

The json Object:

{
  ""Node"": [
    {
      ""Name"": {
        ""#text"": ""Folder""
      }
    },
    {
      ""Name"": {
        ""#text"": ""Folder 2""
      }
    },
    {
      ""Name"": {
        ""#text"": ""Folder 3""
      },
      ""Nodes"": {
        ""Node"": {
          ""Name"": {
            ""#text"": ""Folder 3.1""
          },
          ""Nodes"": {
            ""Node"": [
              {
                ""Name"": {
                  ""#text"": ""Folder 3.1.1""
                },
                ""Nodes"": {
                  ""Node"": {
                    ""Name"": {
                      ""#text"": ""Folder 3.1.1.1""
                    }
                  }
                }
              },
              {
                ""Name"": {
                  ""#text"": ""Test 2""
                }
              }
            ]
          }
        }
      }
    },
    {
      ""Name"": {
        ""#text"": ""Folder 4""
      }
    }
  ]
}
My try to solve the problem

function newFolder(_data) {    
    for (var i = 0; i < _data.length; i++) {      
        if (_data[i].Nodes) {        
            Ti.API.info(""Sub: ""); //+ _data[i].Nodes.Node.length );
                    
            return newFolder(_data[i].Nodes.Node);      
        } else {        
            Ti.API.info(""Main: "" + _data[i].Name[""#text""]);      
        }      
        Ti.API.info(""Main: "" + _data[i].Name[""#text""]);    
    }  
}
The problem is, that the functions does not run through each element, like i want to.

i've read something about jQuery each but i'm not very familar with that. plus i am using Titanium and i don't know exactly if i can use jquery.

it would be soo awesome if someone can help me out of this :)","javascript
json
loops
recursion
titanium",1
,Parse date without timezone javascript,"I want to parse a date without a timezone in JavaScript. I tried:

new Date(Date.parse(""2005-07-08T00:00:00+0000""));
Which returned Fri Jul 08 2005 02:00:00 GMT+0200 (Central European Daylight Time):

new Date(Date.parse(""2005-07-08 00:00:00 GMT+0000""));
returns the same result and:

new Date(Date.parse(""2005-07-08 00:00:00 GMT-0000""));
also returns the same result.

I want to parse time:

without time zone.
without calling a constructor Date.UTC or new Date(year, month, day).
by simply passing a string into the Date constructor (without prototype approaches).
I have to produce a Date object, not a String.","javascript
date
timestamp-with-timezone",1
,Destructure array to object property keys,"I have an array of values like:

const arr = [1,2,3];
Is there any way I can use destructuring to create the following output? If not, what is the easiest way I can do this in ES6 (or later)?

const obj = {
    one: 1,
    two: 2,
    three: 3
};
I tried this, but I guess it doesn't work as this is the syntax for computed keys:

const arr = [1,2,3];
const obj = {
  [one, two, three] = arr
};","javascript
destructuring
ecmascript-2016
ecmascript-next",1
,Converting ECMAScript 6's arrow function to a regular function [duplicate],"I have the following arrow function

if( rowCheckStatuses.reduce((a, b) => a + b, 0) ){}

rowCheckStatuses is an array of 1's and 0's, this arrow function adds them all up to produce a number. This number acts as a boolean to determine whether or not there is at least one ""1"" in the array.

The issue is, I don't really understand how arrow functions work, and my IDE thinks it's bad syntax and refuses to check the rest of my document for syntax errors.

How would I go about converting this to a regular function to alleviate both issues?","javascript
ecmascript-6
arrow-functions",1
,How to Remove a Substring of String in a Dataframe Column?,"I have this simplified dataframe:

ID, Date
1 8/24/1995
2 8/1/1899 :00
How can I use the power of pandas to recognize any date in the dataframe which has extra :00 and removes it.

Any idea how to solve this problem?

I have tried this syntax but did not help:

df[df[""Date""].str.replace(to_replace=""\s:00"", value="""")]
The Output Should Be Like:

ID, Date
1 8/24/1995
2 8/1/1899","python
regex
string
pandas
dataframe",1
,int c = getchar()?,"ok so im reading this book: The C Programming Language - By Kernighan and Ritchie (second Edition) and one of the examples im having trouble understanding how things are working.

#include <stdio.h>

#define MAXLINE 1000

int getline(char line[], int maxline);
void copy(char to[], char from[]);

int main(int argc, char *argv[])
{
    int len;

    int max;
    char line[MAXLINE];
    char longest[MAXLINE];

    max = 0;
    while((len = getline(line, MAXLINE)) > 1)
    {
        if(len > max)
        {
            max = len;
            copy(longest, line);
        }
    }
    if(max > 0)
        printf(""%s"", longest);

    getchar();
    getchar();
    return 0;   
}

int getline(char s[], int lim)
{
    int c, i;

    for(i = 0; i < lim - 1 && (c = getchar()) != EOF && c != '\n'; ++i)
        s[i] = c;
    if(c == '\n')
    {
        s[i] = c;
        ++i;     
    }
    s[i] = '\0';

    return i;
}

void copy(char to[], char from[])
{
    int i;

    i = 0;
    while((to[i] = from[i]) != '\0')
        ++i;
}
the line : for(i = 0; i < lim - 1 && (c = getchar()) != EOF && c != '\n'; ++i) where it says c = getchar(), how can an integer = characters input from the command line? Integers yes but how are the characters i type being stored?

Thanks in advance","c
getchar",1
,ERROR in The Angular Compiler requires TypeScript >=3.1.1 and <3.2.0 but 3.2.1 was found instead,"I am getting this error

ERROR in The Angular Compiler requires TypeScript >=3.1.1 and <3.2.0 but 3.2.1 was found instead.

Seems like Typescript updated but the Angular Compiler doesn't like that.

How do I fix this?","angular
typescript
npm
angular-cli",1
,"getElementByID work in firefox, but not in IE & Chrome","function change1() { 
document.getElementById(""video"").src = document.myvid1.vid_select.options[document.myvid1.vid_select.selectedIndex].value
}

<form name=""myvid1"">
<select id=""vid_select"" onChange=""change();"">
<option value=""http://www.youtube.com/v/nN8Si5LKyY?autoplay=1"">Test1</option>
<option value=""http://www.youtube.com/v/CdKUtZIDzEg?autoplay=1"">Test2</option>
</select>
</form>

<object width=""650"" height=""450"">
<embed id=""video"" src=""http://www.youtube.com/v/IiJx4a1cxRk"" type=""application/x-shockwave-flash"" width=""650"" height=""450"" />
</object>
The above code can work in Firefox, but not in IE & Chrome.","javascript
html",1
,Not able to echo variables,"Why am I not able to echo those things like adm_no, adm_dt, etc.?

require_once(""lib/connection.php"");
$adm_no = $_POST['adm_no'];
if (!$adm_no == ""intval"") echo ""You Entered wrong Admission no Recheack Admission no"";
exit();
$clas = $_POST['clas'];
$query = ""SELECT * FROM $clas WHERE adm_no = $adm_no"";
$result = mysql_query($query);
//searchs the query in db.
while ($result1 = mysql_fetch_array($result)) {
    $adm_no = $result1['adm_no'];
    $adm_dt = $result1['adm_dt'];
    $name = $result1['name'];
    $dob = $result1['dob'];
    $f_name = $result1['f_name'];
    $f_office = $result1['f_office'];
    $f_o_no = $result1['f_o_no'];
    $m_name = $result1['m_name'];
    $m_office = $result1['m_office'];
    $addr = $result1['addr'];
};


echo ""Admission no = "";
$adm_no;
echo "" <p>Admission Date  </p>"";
echo ""   <p>Name  </p>"";
echo ""  <p>Class </p>"";
echo ""  <p>D.O.B    </p>"";
echo ""  <p>Father s name    </p>"";
echo ""  <p>Office address    </p>"";
echo ""  <p>Office No   </p>"";
echo ""  <p>Mother s name   </p>"";
echo ""  <p>Office Address     </p>"";
echo ""  <p>Address      </p>"";
echo ""  <p>Phone no   </p>"";","php
mysql
ajax
database",1
,Creating an array of objects in Java,"I am new to Java and for the time created an array of objects in Java.

I have a class A for example -

A[] arr = new A[4];
But this is only creating pointers (references) to A and not 4 objects. Is this correct? I see that when I try to access functions/variables in the objects created I get a null pointer exception. To be able to manipulate/access the objects I had to do this:

A[] arr = new A[4];
for (int i = 0; i < 4; i++) {
    arr[i] = new A();
}
Is this correct or am I doing something wrong? If this is correct its really odd.

EDIT: I find this odd because in C++ you just say new A[4] and it creates the four objects.","java
arrays
class",1
,How can I check if a string only contains letters?,"I'm using a function that allows me to review a string of text and evaluate if it is composed of letters. It is housed in a module called ""General"". The general module only exists to house public functions and variables. Function code is listed below:

Public Function IsAlpha(strValue As String) As Boolean
Dim intPos As Integer

    For intPos = 1 To Len(strValue)
        Select Case Asc(Mid(strValue, intPos, 1))
            Case 65 To 90, 97 To 122
                IsLetter = True
            Case Else
                IsLetter = False
                Exit For
        End Select
    Next
End Function  
Next I have two ""if"" routines that evaluate the first 2 characters of a textbox in my userform. The first routine asks if the 1st character is numeric and the second routine asks if the 2nd character is alpha. Currently, the second ""if"" routine is ejecting me from the sub-routine when IsAlpha tests True, rather than generating the MsgBox. Is the IsAlpha function not being called correctly?

If routines code listed below:

Private Sub CmdMap_Click()

    With TxtDxCode
        If IsNumeric(Left(Me.TxtDxCode.Text, 1)) Then
            MsgBox ""Incorrect DX Code format was entered. "", vbExclamation, ""DX Code Entry""
            TxtDxCode.Value = """"
            TxtDxCode.SetFocus
            Exit Sub
        End If

        If IsAlpha(Left(Me.TxtDxCode.Text, 2)) Then
            MsgBox ""Incorrect DX Code format was entered. "", vbExclamation, ""DX Code Entry""
            TxtDxCode.Value = """"
            TxtDxCode.SetFocus
            Exit Sub
        End If
    End With","vba
function
excel",1
,How to elegantly check if a number is within a range?,"How can I do this elegantly with C#?

For example, a number can be between 1 and 100.

I know a simple if (x >= 1 && x <= 100) would suffice; but with a lot of syntax sugar and new features constantly added to C#/.Net this question is about more idiomatic (one can all it elegance) ways to write that.

Performance is not a concern, but please add performance note to solutions that are not O(1) as people may copy-paste the suggestions.","c#
integer
numbers",1
,Possible to add data to the body of a HTTP request using cURL in PHP?,"I would like to add some data to the body of a http request using cURL in PHP.

Is this possible? How?

I'm sending a HTTP request to a remote server. I have added all the headers I want, but now I need to add some more data to the HTTP body but I cant figure out how to do it.

It is supposed to look something like this:

Host: stackoverflow.com
Authorization: Basic asd3sd6878sdf6svg87fS
User-Agent: My user agent
... other headers...  

I want to add data to the request here","php
http
curl",1
,Linq query to sum values from tables,"I have a LINQ query, which takes an invoice, looks up the quantity and unit price of each item attached, and in another linked table, looks up any payments made against the invoice.

Currently this is:

from i in Invoices
select new
{
i.InvoiceId, i.CustomerName,
Items =
    from it in InvoiceItems
    where i.InvoiceId == it.InvoiceId 
    select new { 
    it.Item, 
    it.Quantity, 
    it.UnitPrice,
    SubPrice=it.Quantity*it.UnitPrice
    },
Payments = 
    from pi in PaymentInvoices
    where i.InvoiceId == pi.InvoiceId 
    select new {
    SumPayments=pi.AmountAllocated
    }
}
This shows the following results:

screenshot of results

How do I change this LINQ query to show just the sum of SubPrice and SumPayments (ie:

Invoice 11: SubPrice= 90.00 SumPayments= 24.00

Invoice 12: SubPrice=175.00, SumPayments=175.00

Thank you for any help,

Mark

UPDATE SHOWING WORKING ANSWER FOLLOWING ANSWER FROM KENNETH

from i in Invoices
select new
{
    InvoiceID = i.InvoiceId, 
    CustomerName = i.CustomerName,
    SubPrice = InvoiceItems.Where(it => it.InvoiceId == i.InvoiceId).Select(it => it.Quantity*it.UnitPrice).Sum(),
    SumPayments = PaymentInvoices.Where(pi => pi.InvoiceId == i.InvoiceId).Select(pi => pi.AmountAllocated).Sum()
}","c#
linq
entity-framework
linq-to-sql",1
,input() error - NameError: name '...' is not defined,"I am getting an error when I try to run this simple script:

input_variable = input(""Enter your name: "")
print(""your name is"" + input_variable)
Let's say I type in ""dude"", the error I am getting is:

  line 1, in <module>
    input_variable = input(""Enter your name: "")
  File ""<string>"", line 1, in <module>
NameError: name 'dude' is not defined
I am running Mac OS X 10.9.1 and I am using the Python Launcher app that came with the install of Python 3.3 to run the script.","python
python-2.7
input
nameerror",1
,Custom markers not showing on some devices (Google Maps Android SDK),"I have Google Maps SDK running with custom markers on an android app. Everything works fine on our test phones -- an S3, an S5 and a DROID. However, when I run the app on Nexus 5 hardware, one type of custom marker stops showing up on the map.

While the markers are not showing up, they are still being drawn on the map. We can tap where the marker is supposed to be and it will perform desired behavior.

We're super confused about this, especially because another custom marker (that is very similar) works fine. Other than hardware, the only other difference between our test phones and the Nexus 5 is that the Nexus is running Android 6.0, vs 5.x and 4.x for our test phones.

Any insight would be super appreciated!

Edit: Here is the code where we draw the markers:

Where mMap is a Google Map:

mMap.addMarker(new MarkerOptions()
                .position(position)
                .title(title)
                .icon(BitmapDescriptorFactory.fromBitmap(annotationIcon)))
enter image description here

same issue i am facing in google map,some marker icons are displaying white on nexus and lg2 but working properly.","android
google-maps
google-maps-api-3",1
,Order multidimensional array recursively at each level in PHP,"I have an array of this form:

Array
(
    [first_level] => Array
        (
            [dir_3] => Array
                (
                    [subdir_1] => Array
                        (
                            [file_2.mp4] => stdClass Object
                                (
                                    [name] => file_2.mp4
                                )

                            [file_1.mp4] => stdClass Object
                                (
                                    [name] => file_1.mp4
                                )

                        )
                )
            [dir_1] => Array
                (
                    [subdir_2] => Array
                        (
                            [file_6.mp4] => stdClass Object
                                (
                                    [name] => file_6.mp4
                                )
                            [file_9.mp4] => stdClass Object
                                (
                                    [name] => file_9.mp4
                                )
                            [file_7.mp4] => stdClass Object
                                (
                                    [name] => file_7.mp4
                                )
                        )
                    [subdir_1] => Array
                        (
                            [file_8] => stdClass Object
                                (
                                    [name] => file_8.mp4
                                )

                        )
        )
    )
)
I need to order it like this:

Array
(
    [first_level] => Array
        (
            [dir_1] => Array
                (
                    [subdir_1] => Array
                        (
                            [file_8] => stdClass Object
                                (
                                    [name] => file_8.mp4
                                )
                        )
                    [subdir_2] => Array
                        (
                            [file_6.mp4] => stdClass Object
                                (
                                    [name] => file_6.mp4
                                )
                            [file_7.mp4] => stdClass Object
                                (
                                    [name] => file_7.mp4
                                )
                            [file_9.mp4] => stdClass Object
                                (
                                    [name] => file_9.mp4
                                )
                        )
        )
        [dir_3] => Array
                (
                    [subdir_1] => Array
                        (
                            [file_1.mp4] => stdClass Object
                                (
                                    [name] => file_1.mp4
                                )

                            [file_2.mp4] => stdClass Object
                                (
                                    [name] => file_2.mp4
                                )

                        )
                )
    )
)
I browsed through other similar questions, and I've been trying to solve it with usort but I couldn't get my head around it. :S

Any idea?","php
arrays
recursion
multidimensional-array
sorting",1
